run,label,model,tp,pp,ep,mode,workload,input_len,output_len,concurrency,completed,failed,output_tok_per_s,ttft_s_p50,ttft_s_p95,itl_ms_p50,itl_ms_p95,itl_ms_mean,total_output_tokens,total_input_tokens,wire_tx_bytes,wire_rx_bytes,bytes_per_output_token,bytes_per_total_token,pred_bytes_per_token,pred_tp_bytes,pred_ep_bytes,pred_pp_bytes,is_moe,gpu_util_mean,net_gbps_mean,net_gbps_peak,net_burstiness,net_samples,hw_out_of_sequence,hw_packet_seq_err,hw_local_ack_timeout_err,hw_np_cnp_sent,hw_rp_cnp_handled,hw_np_ecn_marked_roce_packets,nodes,num_prompts,token_passes,bytes_per_token_pass,h,layers,gb_per_token_total,msg_bytes,phase0_proto,wire_factor,pred_wire_bytes,ratio_raw,ratio_proto_corrected,gpu_util_active,gb_read_critical_path,roofline_tok_s,measured_tok_s,roofline_efficiency,railB_share,node_imbalance
p1_l8_tp1_dual_decode_in128_out1024_c8,l8_tp1,Llama-3.1-8B-Instruct,1,1,0,dual,decode,128,1024,8,32,0,115.79117967482031,0.2104424582794308,0.2245001741684973,68.99086525663733,72.39199336618185,68.94801129690096,32768,3904,0,0,0.0,0.0,0.0,0,0.0,0,False,23.95282186948853,0.0,0.0,,558,0,0,0,0,0,0,1,32,41472,0.0,4096,32,16.0,65536,Ring/LL,2.0,0.0,,,95.81128747795412,16.0,17.0625,14.494672537880572,0.8495046176047222,,
p1_l8_tp1_dual_prefill_in4096_out32_c1,l8_tp1,Llama-3.1-8B-Instruct,1,1,0,dual,prefill,4096,32,1,8,0,14.070589331300248,0.0907526439987123,0.0923608872108161,70.32462395727634,73.02231108769774,70.44872264715752,256,31048,0,0,0.0,0.0,0.0,0,0.0,0,False,22.45833333333333,0.0,0.0,,29,0,0,0,0,0,0,1,8,49536,0.0,4096,32,16.0,8192,Ring/LL,2.0,0.0,,,89.83333333333331,16.0,17.0625,14.219770312707546,0.8333931318802957,,
p1_l8_tp1_dual_prefill_in4096_out32_c8,l8_tp1,Llama-3.1-8B-Instruct,1,1,0,dual,prefill,4096,32,8,32,0,105.153633215963,0.2392761977389454,0.2675594049505889,70.76116930693388,72.98915879800916,70.67401114956385,1024,124192,0,0,0.0,0.0,0.0,0,0.0,0,False,20.36904761904762,0.0,0.0,,20,0,0,0,0,0,0,1,32,148608,0.0,4096,32,16.0,65536,Ring/LL,2.0,0.0,,,81.47619047619048,16.0,17.0625,14.13204459160923,0.8282516976767315,,
p1_l8_tp2_dual_decode_in128_out1024_c1,l8_tp2,Llama-3.1-8B-Instruct,2,1,0,dual,decode,128,1024,1,8,0,26.409668889797757,0.0609707650728523,0.0708067710511386,37.78728703036904,39.0889379195869,37.840845118691455,8192,976,32735219600,32735219600,3995998.486328125,3570595.5061082025,1048576.0,1048576,0.0,0,False,47.02029914529915,0.561,1.583,2.82,460,0,0,0,0,0,0,2,8,13824,2367999.1030092593,4096,32,16.0,8192,Ring/LL,2.0,2097152.0,2.2582999258129686,1.1291499629064843,94.0405982905983,8.0,34.125,26.463926854455465,0.775499688042651,5.803069217840225,1.0000000263935915
p1_l8_tp2_dual_decode_in128_out1024_c32,l8_tp2,Llama-3.1-8B-Instruct,2,1,0,dual,decode,128,1024,32,64,0,640.6371081924909,0.1749806478619575,0.2035257150419056,49.81018276885152,55.02822529524565,49.81417003672507,65536,7808,121862538344,121862538340,1859474.767211914,1661520.2108420592,1048576.0,1048576,0.0,0,False,46.86057692307692,3.756,10.727,2.86,256,0,0,0,0,0,0,2,64,78336,1555639.0209354574,4096,32,16.0,262144,Ring/LL128,1.067,1118830.592,1.4835729798655104,1.390415163885202,93.72115384615384,8.0,34.125,20.076216235555428,0.5883140288807451,45.963985310960695,1.0000301512789878
p1_l8_tp2_dual_decode_in128_out1024_c8,l8_tp2,Llama-3.1-8B-Instruct,2,1,0,dual,decode,128,1024,8,32,0,196.90445278873872,0.1732940529473126,0.1838248427957296,40.40225921198726,42.93412109836936,40.50214757080183,32768,3904,95806843444,95806843448,2923792.829711914,2612533.9071771377,1048576.0,1048576,0.0,0,False,46.97453703703704,2.37,4.451,1.88,319,0,0,0,0,0,0,2,32,41472,2310157.2975501544,4096,32,16.0,65536,Ring/LL,2.0,2097152.0,2.2031376815320534,1.1015688407660267,93.94907407407408,8.0,34.125,24.751091139559403,0.7253067000603488,44.90008867179102,1.0000136780308693
p1_l8_tp2_dual_prefill_in4096_out32_c1,l8_tp2,Llama-3.1-8B-Instruct,2,1,0,dual,prefill,4096,32,1,8,0,25.062403345917595,0.0727148540318012,0.0792456832714378,38.86300837621093,40.30848294496536,38.86529547537888,256,31048,4226344572,4226344572,16509158.484375,135009.7294914388,1048576.0,1048576,0.0,0,False,39.20833333333333,1.966,23.73,12.07,17,0,0,0,0,0,0,2,8,49536,85318.64849806202,4096,32,16.0,8192,Ring/LL,2.0,2097152.0,0.08136620378309442,0.04068310189154721,78.41666666666666,8.0,34.125,25.731409939229675,0.7540339908931772,39.609334058813225,1.0000693597411776
p1_l8_tp2_dual_prefill_in4096_out32_c8,l8_tp2,Llama-3.1-8B-Instruct,2,1,0,dual,prefill,4096,32,8,32,0,174.91371112692357,0.1892911419272422,0.2027386100962758,41.58410103991628,42.87387989461422,41.200841088861885,1024,124192,3454204128,3454204128,3373246.21875,27585.96447738308,1048576.0,1048576,0.0,0,False,38.59615384615384,2.159,4.404,2.04,12,0,0,0,0,0,0,2,32,148608,23243.729328165373,4096,32,16.0,65536,Ring/LL,2.0,2097152.0,0.022166947677770017,0.011083473838885008,77.19230769230768,8.0,34.125,24.04765222747288,0.7046931055669708,45.57749332873242,1.000023118761986
p1_l8_tp2pp2_dual_decode_in128_out1024_c1,l8_tp2pp2,Llama-3.1-8B-Instruct,2,2,0,dual,decode,128,1024,1,8,0,25.323741372505904,0.0628925329074263,0.0648495950736105,39.36390532180667,40.94931902363896,39.46571813104037,8192,976,33528938624,33528938616,4092888.015625,3657170.443280977,1056768.0,1048576,0.0,8192,False,94.5753073770492,0.551,1.558,2.83,481,0,0,0,0,0,0,4,8,13824,2425415.1203703703,4096,32,16.0,8192,Ring/LL,2.0,2113536.0,2.295125439425087,1.1475627197125435,94.5753073770492,8.0,34.125,25.403983467210093,0.7444390759622005,5.721276600825335,1.216876158423388
p1_l8_tp2pp2_dual_decode_in128_out1024_c32,l8_tp2pp2,Llama-3.1-8B-Instruct,2,2,0,dual,decode,128,1024,32,64,0,395.5277447754032,0.1598168490454554,0.1896171378903091,80.73650114238262,85.92831622809172,80.81211715725054,65536,7808,129551037848,129551037848,1976791.959350586,1766348.1381980802,1056768.0,1048576,0.0,8192,False,94.55623100303951,3.154,7.23,2.29,325,0,0,0,0,0,0,4,64,78336,1653786.7372344772,4096,32,16.0,262144,Ring/LL128,1.067,1127571.456,1.5649477815702948,1.4666802076572585,94.55623100303951,8.0,34.125,12.385971473255362,0.36295887101114616,43.75810808903926,1.3071237984854105
p1_l8_tp2pp2_dual_decode_in128_out1024_c8,l8_tp2pp2,Llama-3.1-8B-Instruct,2,2,0,dual,decode,128,1024,8,32,0,112.54944394842911,0.1515253963880241,0.1738487198017537,71.02338038384914,72.67010677605867,70.99994457151466,32768,3904,136454385004,136454385016,4164257.3548583984,3720941.999454625,1056768.0,1048576,0.0,8192,False,94.86951754385964,2.398,4.121,1.72,450,0,0,0,0,0,0,4,32,41472,3290277.4161844137,4096,32,16.0,65536,Ring/LL,2.0,2113536.0,3.1135286232970847,1.5567643116485423,94.86951754385964,8.0,34.125,14.079870524261922,0.4125969384399098,45.9697961939158,1.153885431296038
p1_l8_tp2pp2_dual_prefill_in4096_out32_c1,l8_tp2pp2,Llama-3.1-8B-Instruct,2,2,0,dual,prefill,4096,32,1,8,0,24.17965619450535,0.0752245071344077,0.0788035960868001,40.27831275016069,41.708913166075945,40.28781007734999,256,31048,4354095232,4354095236,17008184.5,139090.6986966522,1056768.0,1048576,0.0,8192,False,79.64473684210526,2.011,24.503,12.18,17,0,0,0,0,0,0,4,8,49536,87897.59431524547,4096,32,16.0,8192,Ring/LL,2.0,2113536.0,0.08317586671364526,0.04158793335682263,79.64473684210526,8.0,34.125,24.827256449465118,0.7275386505337763,39.61192220427759,1.0262645572373201
p1_l8_tp2pp2_dual_prefill_in4096_out32_c8,l8_tp2pp2,Llama-3.1-8B-Instruct,2,2,0,dual,prefill,4096,32,8,32,0,104.81672051337638,0.1925366162322461,0.2073944602161646,73.34782602265477,74.84613684937358,72.48510271705116,1024,124192,3809635540,3809635532,3720347.20703125,30424.510765397397,1056768.0,1048576,0.0,8192,False,79.42238562091504,1.82,3.12,1.71,16,0,0,0,0,0,0,4,32,148608,25635.467404177434,4096,32,16.0,65536,Ring/LL,2.0,2113536.0,0.024258368349701576,0.012129184174850788,79.42238562091504,8.0,34.125,13.6336692472812,0.3995214431437714,41.70436314230731,1.1747673298401946
p1_l8_tp4_dual_decode_in128_out1024_c1,l8_tp4,Llama-3.1-8B-Instruct,4,1,0,dual,decode,128,1024,1,8,0,35.88764948006551,0.05646806769073,0.0595837696455419,27.792104985564947,29.094218742102385,27.837777791423257,8192,976,108270445796,108270445800,13216607.152832031,11809603.59904014,3145728.0,3145728,0.0,0,False,92.95303468208093,2.513,6.252,2.49,340,0,0,0,0,0,0,4,8,13824,7832063.497974537,4096,32,16.0,8192,Ring/LL,2.0,6291456.0,2.4897459341604034,1.2448729670802017,92.95303468208093,4.0,68.25,35.98144151079575,0.5272006082167875,6.612265457453663,1.0057827869917124
p1_l8_tp4_dual_decode_in128_out1024_c32,l8_tp4,Llama-3.1-8B-Instruct,4,1,0,dual,decode,128,1024,32,64,0,909.667241878594,0.2202464779838919,0.2219831552356481,35.03826493397355,38.59189013019204,34.99798166442212,65536,7808,438680563136,438680563140,6693734.1787109375,5981137.695462478,3145728.0,3145728,0.0,0,False,92.59840425531917,18.72,51.733,2.76,185,0,0,0,0,0,0,4,64,78336,5599986.763888889,4096,32,16.0,262144,Ring/LL128,1.067,3356491.7759999996,1.7801878496452614,1.6684047325635067,92.59840425531917,4.0,68.25,28.540226003896304,0.4181718095808982,46.364540091315654,1.0043794618258604
p1_l8_tp4_dual_decode_in128_out1024_c8,l8_tp4,Llama-3.1-8B-Instruct,4,1,0,dual,decode,128,1024,8,32,0,318.5023480593178,0.163054509088397,0.1827613436616957,25.0033438205719,26.36381099000573,24.985975178025974,32768,3904,296889184480,296889184476,9060338.881835938,8095800.187609075,3145728.0,3145728,0.0,0,False,92.24659090909093,10.843,21.634,2.0,216,0,0,0,0,0,0,4,32,41472,7158786.277006173,4096,32,16.0,65536,Ring/LL,2.0,6291456.0,2.2757168696741017,1.1378584348370508,92.24659090909093,4.0,68.25,39.99465060258196,0.5860022066312376,44.657674046368484,1.0024355456021656
p1_l8_tp4_dual_prefill_in4096_out32_c1,l8_tp4,Llama-3.1-8B-Instruct,4,1,0,dual,prefill,4096,32,1,8,0,33.653420632375045,0.0725836241617798,0.0736259147524833,28.3329039812088,29.782650992274284,28.36811175051656,256,31048,13544475292,13544475296,52908106.609375,432675.5460005111,3145728.0,3145728,0.0,0,False,74.41071428571429,8.226,72.209,8.78,13,0,0,0,0,0,0,4,8,49536,273426.90754198964,4096,32,16.0,8192,Ring/LL,2.0,6291456.0,0.0869200730457273,0.04346003652286365,74.41071428571429,4.0,68.25,35.2946524882599,0.5171377653957494,39.480531602124465,1.0016339510719794
p1_l8_tp4_dual_prefill_in4096_out32_c8,l8_tp4,Llama-3.1-8B-Instruct,4,1,0,dual,prefill,4096,32,8,32,0,266.3712427817029,0.1658554770983755,0.197259843815118,25.45707207173109,26.643652003258467,25.66585209945427,1024,124192,11233165120,11233165120,10969887.8125,89710.30155890621,3145728.0,3145728,0.0,0,False,67.425,9.602,20.744,2.16,9,0,0,0,0,0,0,4,32,148608,75589.23557278208,4096,32,16.0,65536,Ring/LL,2.0,6291456.0,0.024029170854181315,0.012014585427090657,67.425,4.0,68.25,39.28181517427741,0.5755577314912441,45.52805729610783,1.002604442664218
p1_q30_pp2_dual_decode_in128_out1024_c1,q30_pp2,Qwen3-30B-A3B-Instruct-2507,1,2,0,dual,decode,128,1024,1,8,0,31.76951741003811,0.1397667470000669,0.1437707140003112,31.184912999378867,33.78333900036523,31.37102087304493,8192,968,143900572,143900576,17565.98779296875,15709.669432314411,4096.0,0,0.0,4096,True,45.31112469437653,0.003,0.008,2.98,403,0,0,0,0,0,0,2,8,13824,10409.474247685184,2048,48,6.0,4096,Ring/LL,2.0,8192.0,2.5413755487512657,1.2706877743756329,90.62224938875306,6.0,45.5,32.06678819401926,0.704764575692731,0.371548210385154,5.894081270307276
p1_q30_pp2_dual_decode_in128_out1024_c32,q30_pp2,Qwen3-30B-A3B-Instruct-2507,1,2,0,dual,decode,128,1024,32,64,0,650.0198016973604,0.2542193999997835,0.2828251179998915,49.07740499947977,56.88724199990247,49.015317218200174,65536,7744,609560696,609560700,9301.158081054688,8318.240938864628,4096.0,0,0.0,4096,True,47.37068965517241,0.021,0.054,2.56,229,0,0,0,0,0,0,2,64,78336,7781.361008986928,2048,48,6.0,131072,Ring/LL,2.0,8192.0,1.8997463400846992,0.9498731700423496,94.74137931034483,6.0,45.5,20.375975461836262,0.4478236365238739,0.3975492540614856,42.25810574052774
p1_q30_pp2_dual_decode_in128_out1024_c8,q30_pp2,Qwen3-30B-A3B-Instruct-2507,1,2,0,dual,decode,128,1024,8,32,0,173.7537300106014,0.2426191340000514,0.356524396000168,45.23069300012139,51.25402199973905,45.83134906366082,32768,3872,336599804,336599804,10272.210815429688,9186.675873362445,4096.0,0,0.0,4096,True,47.696875,0.008,0.015,1.8,315,0,0,0,0,0,0,2,32,41472,8116.314718364198,2048,48,6.0,32768,Ring/LL,2.0,8192.0,1.9815221480381342,0.9907610740190671,95.39375,6.0,45.5,22.108880799091807,0.4859094681119078,0.2814095518605828,22.25348049400756
p1_q30_pp2_dual_prefill_in4096_out32_c1,q30_pp2,Qwen3-30B-A3B-Instruct-2507,1,2,0,dual,prefill,4096,32,1,8,0,28.92523298539785,0.0781044469995322,0.0852024790001451,32.56864300055895,37.36444100013614,33.14895368145786,256,31040,28335304,28335300,110684.78125,905.3969836400818,4096.0,0,0.0,4096,True,40.90625,0.015,0.185,12.37,15,0,0,0,0,0,0,2,8,49536,572.014373385013,2048,48,6.0,4096,Ring/LL,2.0,8192.0,0.13965194662720043,0.06982597331360021,81.8125,6.0,45.5,30.704380283293897,0.674821544687778,40.975752368847004,30.47653642952042
p1_q30_pp2_dual_prefill_in4096_out32_c8,q30_pp2,Qwen3-30B-A3B-Instruct-2507,1,2,0,dual,prefill,4096,32,8,32,0,168.55904610068052,0.2420444339995811,0.2436554160003652,40.8253040004638,46.53325000072073,41.51796035484087,1024,124160,12925384,12925376,12622.4453125,103.251086400818,4096.0,0,0.0,4096,True,39.47916666666667,0.009,0.016,1.84,11,0,0,0,0,0,0,2,32,148608,86.97636735572782,2048,48,6.0,32768,Ring/LL,2.0,8192.0,0.021234464686456987,0.010617232343228493,78.95833333333334,6.0,45.5,24.494612458700598,0.5383431309604527,8.341415620611349,24.352838256639597
p1_q30_pp4_dual_decode_in128_out1024_c1,q30_pp4,Qwen3-30B-A3B-Instruct-2507,1,4,0,dual,decode,128,1024,1,8,0,31.00131127780488,0.2015798700012965,0.20264832400062,32.07511999971757,32.98606799944537,32.09231060092847,8192,968,428092128,428092120,52257.33984375,46734.94847161573,12288.0,0,0.0,12288,True,94.3424317617866,0.009,0.025,2.98,398,0,0,0,0,0,0,4,8,13824,30967.3125,2048,48,6.0,4096,Ring/LL,2.0,24576.0,2.5201263427734375,1.2600631713867188,94.3424317617866,6.0,45.5,31.176812433088486,0.6852046688590876,0.3748324005621519,6.947046703256489
p1_q30_pp4_dual_decode_in128_out1024_c32,q30_pp4,Qwen3-30B-A3B-Instruct-2507,1,4,0,dual,decode,128,1024,32,64,0,797.3823655613014,0.1842452670007333,0.1857267779996618,39.94392999993579,47.04524599947035,39.996689821740695,65536,7744,1829737868,1829737868,27919.58416748047,24969.130294759827,12288.0,0,0.0,12288,True,95.1087962962963,0.068,0.218,3.2,213,0,0,0,0,0,0,4,64,78336,23357.560610702614,2048,48,6.0,131072,Ring/LL,2.0,24576.0,1.9008431486574393,0.9504215743287197,95.1087962962963,6.0,45.5,25.035092941571033,0.5502218228916711,0.3996893832663467,43.53559446824565
p1_q30_pp4_dual_decode_in128_out1024_c8,q30_pp4,Qwen3-30B-A3B-Instruct-2507,1,4,0,dual,decode,128,1024,8,32,0,189.1231073838925,0.2683168160001514,0.3741239099999802,42.002254998806166,45.1737769999454,42.05155055657386,32768,3872,1009426312,1009426316,30805.246337890625,27549.84475982533,12288.0,0,0.0,12288,True,95.21753246753246,0.026,0.048,1.83,304,0,0,0,0,0,0,4,32,41472,24339.947723765432,2048,48,6.0,32768,Ring/LL,2.0,24576.0,1.9807900165824732,0.9903950082912366,95.21753246753246,6.0,45.5,23.808245534160562,0.5232581436079244,0.3206589685171591,23.13306753765752
p1_q30_pp4_dual_prefill_in4096_out32_c1,q30_pp4,Qwen3-30B-A3B-Instruct-2507,1,4,0,dual,prefill,4096,32,1,8,0,27.33886748417431,0.134448071999941,0.1346924570007104,33.44317699884414,34.738816000754014,33.427536004014215,256,31040,85546952,85546960,334167.78125,2733.478783231084,12288.0,0,0.0,12288,True,81.20588235294117,0.045,0.554,12.33,15,0,0,0,0,0,0,4,8,49536,1726.9652777777778,2048,48,6.0,4096,Ring/LL,2.0,24576.0,0.14054079408998843,0.07027039704499422,81.20588235294117,6.0,45.5,29.90146540307944,0.6571750638039437,40.69045499131284,30.585035270262143
p1_q30_pp4_dual_prefill_in4096_out32_c8,q30_pp4,Qwen3-30B-A3B-Instruct-2507,1,4,0,dual,prefill,4096,32,8,32,0,145.3765613989508,0.271689133000109,0.3707947060011065,45.85055200004717,52.5067129983654,47.51006401008432,1024,124160,40623168,40623168,39671.0625,324.50766871165644,12288.0,0,0.0,12288,True,82.0,0.025,0.043,1.74,13,0,0,0,0,0,0,4,32,148608,273.3578811369509,2048,48,6.0,32768,Ring/LL,2.0,24576.0,0.022245921316483633,0.011122960658241816,82.0,6.0,45.5,21.8099882417767,0.47934040091816926,5.25940271324974,24.384238373310044
p1_q30_tp1_dual_decode_in128_out1024_c1,q30_tp1,Qwen3-30B-A3B-Instruct-2507,1,1,0,dual,decode,128,1024,1,8,0,32.25662916472127,0.1359937679999348,0.14249440399999,30.913262000012764,32.61373200007256,30.899927538856343,8192,968,0,0,0.0,0.0,0.0,0,0.0,0,True,22.689526184538654,0.0,0.0,,395,0,0,0,0,0,0,1,8,13824,0.0,2048,48,6.0,4096,Ring/LL,2.0,0.0,,,90.75810473815461,6.0,45.5,32.34857583129167,0.7109577105778389,,
p1_q30_tp1_dual_decode_in128_out1024_c32,q30_tp1,Qwen3-30B-A3B-Instruct-2507,1,1,0,dual,decode,128,1024,32,64,0,679.834059416885,0.2513444629998957,0.3025854840000193,47.044976000051975,53.60478800002966,46.84654794267779,65536,7744,0,0,0.0,0.0,0.0,0,0.0,0,True,23.776666666666667,0.0,0.0,,221,0,0,0,0,0,0,1,64,78336,0.0,2048,48,6.0,131072,Ring/LL,2.0,0.0,,,95.10666666666667,6.0,45.5,21.256254865533254,0.46717043660512647,,
p1_q30_tp1_dual_decode_in128_out1024_c8,q30_tp1,Qwen3-30B-A3B-Instruct-2507,1,1,0,dual,decode,128,1024,8,32,0,199.0237866114513,0.1867358299998613,0.2443303720001495,39.780594999911045,44.18270399992252,40.039954098026655,32768,3872,0,0,0.0,0.0,0.0,0,0.0,0,True,23.757653061224488,0.0,0.0,,289,0,0,0,0,0,0,1,32,41472,0.0,2048,48,6.0,32768,Ring/LL,2.0,0.0,,,95.03061224489795,6.0,45.5,25.13788443843628,0.5524809766689293,,
p1_q30_tp1_dual_prefill_in4096_out32_c1,q30_tp1,Qwen3-30B-A3B-Instruct-2507,1,1,0,dual,prefill,4096,32,1,8,0,29.741602249222836,0.0782210229999691,0.0807745350000459,32.21123499997702,34.034311999903366,32.18002156451542,256,31040,0,0,0.0,0.0,0.0,0,0.0,0,True,20.73333333333333,0.0,0.0,,14,0,0,0,0,0,0,1,8,49536,0.0,2048,48,6.0,4096,Ring/LL,2.0,0.0,,,82.93333333333332,6.0,45.5,31.045068591772818,0.6823091998191828,,
p1_q30_tp1_dual_prefill_in4096_out32_c8,q30_tp1,Qwen3-30B-A3B-Instruct-2507,1,1,0,dual,prefill,4096,32,8,32,0,166.97963112112552,0.2418880340001123,0.2465062580001813,41.5613590000703,46.84011100016505,41.95458551411281,1024,124160,0,0,0.0,0.0,0.0,0,0.0,0,True,20.0,0.0,0.0,,11,0,0,0,0,0,0,1,32,148608,0.0,2048,48,6.0,32768,Ring/LL,2.0,0.0,,,80.0,6.0,45.5,24.060810908476515,0.5288090309555278,,
p1_q30_tp2_dual_decode_in128_out1024_c1,q30_tp2,Qwen3-30B-A3B-Instruct-2507,2,1,0,dual,decode,128,1024,1,8,0,49.32124886856476,0.0843077770000491,0.0961052710003969,20.10660799987818,21.45867699982773,20.210620019550426,8192,968,27595590364,27595590360,3368602.3393554688,3012619.035371179,786432.0,786432,0.0,0,True,44.58828996282528,0.824,1.201,1.46,265,0,0,0,0,0,0,2,8,13824,1996208.7936921297,2048,48,6.0,4096,Ring/LL,2.0,1572864.0,2.538310742304649,1.2691553711523245,89.17657992565056,3.0,91.0,49.73489312598419,0.5465372870987274,7.669339818730467,1.000000476308097
p1_q30_tp2_dual_decode_in128_out1024_c32,q30_tp2,Qwen3-30B-A3B-Instruct-2507,2,1,0,dual,decode,128,1024,32,64,0,886.0383159705915,0.2284685169997828,0.2980744880001111,35.98451399966507,40.81766599983894,35.8953800747037,65536,7744,99724118712,99724118708,1521669.2918701172,1360864.0653930132,786432.0,786432,0.0,0,True,45.88364779874214,5.051,11.93,2.36,156,0,0,0,0,0,0,2,64,78336,1273030.5186887255,2048,48,6.0,131072,Ring/LL,2.0,1572864.0,1.6187420128996857,0.8093710064498428,91.76729559748428,3.0,91.0,27.78973199441592,0.3053816702683068,45.981772831131764,1.000014793240901
p1_q30_tp2_dual_decode_in128_out1024_c8,q30_tp2,Qwen3-30B-A3B-Instruct-2507,2,1,0,dual,decode,128,1024,8,32,0,305.8752699374492,0.1760784019998027,0.194375293000121,25.98995499965895,28.325034999852505,26.006505750794265,32768,3872,76605676224,76605676224,2337819.708984375,2090766.272489083,786432.0,786432,0.0,0,True,46.09974093264249,3.188,5.335,1.67,190,0,0,0,0,0,0,2,32,41472,1847166.1898148148,2048,48,6.0,32768,Ring/LL,2.0,1572864.0,2.3487932711471746,1.1743966355735873,92.19948186528498,3.0,91.0,38.476403672615916,0.4228176227759991,44.73971910878122,1.0000095696760847
p1_q30_tp2_dual_prefill_in4096_out32_c1,q30_tp2,Qwen3-30B-A3B-Instruct-2507,2,1,0,dual,prefill,4096,32,1,8,0,45.32735597618407,0.0662817140000697,0.0761563870000827,20.627457999580656,21.73522100019909,20.615529923387136,256,31040,3232408328,3232408328,12626595.03125,103285.03093047034,786432.0,786432,0.0,0,True,36.18181818181818,2.56,18.215,7.12,10,0,0,0,0,0,0,2,8,49536,65253.72109173127,2048,48,6.0,4096,Ring/LL,2.0,1572864.0,0.08297439714016122,0.04148719857008061,72.36363636363636,3.0,91.0,48.47907095582642,0.53273704347062,39.0414802816954,1.000136348505493
p1_q30_tp2_dual_prefill_in4096_out32_c8,q30_tp2,Qwen3-30B-A3B-Instruct-2507,2,1,0,dual,prefill,4096,32,8,32,0,247.6477296484132,0.1781168849997811,0.1852356770000369,26.70302900014576,31.971764999980223,27.55247412802564,1024,124160,2712965240,2712965236,2649380.1171875,21671.82099948875,786432.0,786432,0.0,0,True,35.888888888888886,2.651,4.766,1.8,8,0,0,0,0,0,0,2,32,148608,18255.84921403962,2048,48,6.0,32768,Ring/LL,2.0,1572864.0,0.023213512692819748,0.011606756346409874,71.77777777777777,3.0,91.0,37.448935100004626,0.41152675934071015,45.327988205259864,1.0000068589392674
p1_q30_tp2_ep_dual_decode_in128_out1024_c1,q30_tp2_ep,Qwen3-30B-A3B-Instruct-2507,2,1,1,dual,decode,128,1024,1,8,0,44.649780435118,0.1172252500000468,0.123681456999293,22.209381000720896,24.10239399978309,22.307825855449632,8192,968,27417624416,27417624416,3346877.98046875,2993190.4384279475,1966080.0,393216,1572864.0,0,True,45.85971223021583,0.793,1.463,1.84,273,0,0,0,0,0,0,2,8,13824,1983335.099537037,2048,48,6.0,4096,Ring/LL,2.0,3932160.0,1.008776397469603,0.5043881987348015,91.71942446043165,3.0,91.0,45.02601850846455,0.49479141218092915,7.665537116240873,1.0000000496031316
p1_q30_tp2_ep_dual_decode_in128_out1024_c32,q30_tp2_ep,Qwen3-30B-A3B-Instruct-2507,2,1,1,dual,decode,128,1024,32,64,0,846.9146833986244,0.2627382569999099,0.3140960270002324,37.641323999196175,42.50353800034645,37.541764634744574,65536,7744,99451954064,99451954060,1517516.3889160156,1357150.0281659388,1966080.0,393216,1572864.0,0,True,45.79239766081872,4.675,10.892,2.33,168,0,0,0,0,0,0,2,64,78336,1269556.1946486929,2048,48,6.0,131072,Ring/LL,2.0,3932160.0,0.6457296725711532,0.3228648362855766,91.58479532163744,3.0,91.0,26.566546915867118,0.29194007599853977,45.99280346624925,1.000025621544261
p1_q30_tp2_ep_dual_decode_in128_out1024_c8,q30_tp2_ep,Qwen3-30B-A3B-Instruct-2507,2,1,1,dual,decode,128,1024,8,32,0,280.4057777596315,0.1788611419997323,0.21516006299953,28.352849999464524,31.189774999802463,28.37479535994008,32768,3872,76385175468,76385175472,2331090.5599365234,2084748.2387554585,1966080.0,393216,1572864.0,0,True,46.05094786729858,2.909,4.915,1.69,207,0,0,0,0,0,0,2,32,41472,1841849.3313078703,2048,48,6.0,32768,Ring/LL,2.0,3932160.0,0.9368130143777823,0.46840650718889115,92.10189573459716,3.0,91.0,35.26982296378975,0.3875804721295577,44.76313908099119,1.0000095014699317
p1_q30_tp2_ep_dual_prefill_in4096_out32_c1,q30_tp2_ep,Qwen3-30B-A3B-Instruct-2507,2,1,1,dual,prefill,4096,32,1,8,0,40.294566090536726,0.077113871999245,0.0896842010006366,23.078473000168746,24.52979099962249,23.113050762093177,256,31040,3225175772,3225175780,12598342.859375,103053.9293200409,1966080.0,393216,1572864.0,0,True,36.875,2.319,18.084,7.8,11,0,0,0,0,0,0,2,8,49536,65107.71503552971,2048,48,6.0,4096,Ring/LL,2.0,3932160.0,0.03311549633561692,0.01655774816780846,73.75,3.0,91.0,43.33042311736518,0.47615849579522174,39.086182246069534,1.000062596997129
p1_q30_tp2_ep_dual_prefill_in4096_out32_c8,q30_tp2_ep,Qwen3-30B-A3B-Instruct-2507,2,1,1,dual,prefill,4096,32,8,32,0,233.93591015680747,0.1983642810000674,0.2028089729992643,28.618995000215364,35.141231999659794,29.16834463306189,1024,124160,2699746168,2699746164,2636470.8671875,21566.22386247444,1966080.0,393216,1572864.0,0,True,31.8,2.373,4.405,1.86,9,0,0,0,0,0,0,2,32,148608,18166.89658699397,2048,48,6.0,32768,Ring/LL,2.0,3932160.0,0.009240161431373073,0.0046200807156865364,63.6,3.0,91.0,34.941827970984825,0.3839761315492838,45.36852488274372,1.0000004148539021
